"","X","AdID","AdText","Clicks","Impressions","Age","CreationDate","Location","Interests","AdSpend","AdSpendCurrency","CreationDateInteger","BinAge","BinAdSpend","BinClicks","BinImpressions"
"1515",1514,1724,"It's ok they're women so they'll only find the kitchen",2114,9417,27,2016-06-23,"United States","entertainment",800,"RUB",62316,"low","high","high","high"
"1516",1515,1730,"Turn it on and off again",657,5240,41.5,2016-06-22,"United States","unavailable",500,"RUB",62216,"mid","high","mid","mid"
"1517",1516,1762,"Cate does a muppet",446,2057,27,2016-06-24,"United States","entertainment",205.15,"RUB",62416,"low","mid","mid","mid"
"1518",1517,1763,"He better find the patient",2740,13967,27,2016-06-23,"United States","entertainment",500,"RUB",62316,"low","high","high","high"
"1519",1518,1765,"Did you look down",257,152,41.5,2016-06-17,"United States","entertainment",400,"RUB",61716,"mid","mid","mid","low"
"1520",1519,1800,"Anyone else have a friend disrespectful to their parents and the life is better than yours",1239,5564,27,2016-06-23,"United States","entertainment",700,"RUB",62316,"low","high","high","mid"
"1521",1520,1801,"My girl",0,0,27,2016-06-22,"United States","entertainment",0,"unavailable",62216,"low","unavailable","unavailable","unavailable"
"1522",1521,1803,"My girl",0,0,27,2016-06-22,"United States","entertainment",0,"unavailable",62216,"low","unavailable","unavailable","unavailable"
"1523",1522,1812,"Cookie Monster and Hillary must be opposites",1207,8978,27,2016-06-23,"United States","entertainment",700,"RUB",62316,"low","high","high","high"
"1524",1523,1814,"Prehistoric",70,850,41.5,2016-06-17,"United States","entertainment",499.68,"RUB",61716,"mid","high","low","low"
"1525",1524,1815,"Welcome to the city of memes - Memopolis.",1135,28226,29,2016-06-17,"United States","entertainment",4282.53,"RUB",61716,"low","high","high","high"
"1526",1525,1816,"Welcome to the city of memes - Memopolis.",1042,19164,29,2016-06-23,"United States","entertainment",0,"RUB",62316,"low","unavailable","high","high"
"1527",1526,1829,"The creators of spongebob must realize that their show is just a meme dump at this point",695,4018,27,2016-06-23,"United States","entertainment",500,"RUB",62316,"low","high","mid","mid"
"1528",1527,1830,"Oh sweetheart no uh uh",0,0,27,2016-06-22,"United States","entertainment",0,"unavailable",62216,"low","unavailable","unavailable","unavailable"
"1529",1528,1831,"Oh sweetheart no uh uh",0,0,27,2016-06-22,"United States","entertainment",0,"unavailable",62216,"low","unavailable","unavailable","unavailable"
"1530",1529,1832,"Oh sweetheart no uh uh",3501,14672,27,2016-06-22,"United States","entertainment",500,"RUB",62216,"low","high","high","high"
"1531",1530,1844,"Did you pay attention at the sexual harassment meeting",122,403,27,2016-06-24,"United States","entertainment",122.26,"RUB",62416,"low","low","mid","low"
"1532",1531,1845,"Not that many cause we aren't on Twitter",1597,9779,41.5,2016-06-23,"United States","entertainment",700,"RUB",62316,"mid","high","high","high"
"1533",1532,1846,"Bitch, it's not my fault you mad. I even asked and you didn't wanna tell me.",0,0,41.5,2016-06-17,"United States","entertainment",0,"unavailable",61716,"mid","unavailable","unavailable","unavailable"
"1534",1533,1847,"Patrick got some weird ass fingers",0,0,41.5,2016-06-17,"United States","entertainment",0,"unavailable",61716,"mid","unavailable","unavailable","unavailable"
"1535",1534,1955,"We should not only strengthen our geographical boundaries but also our cultural. Like us!",2158,15370,41.5,2016-06-07,"Living In: United States","right wing",10189.75,"RUB",60716,"mid","high","high","high"
"1536",1535,1956,"We should not only strengthen our geographical boundaries but also our cultural. Like us!",3590,29644,41.5,2016-06-22,"Living In: United States","right wing",0,"unavailable",62216,"mid","unavailable","high","high"
"1537",1536,1960,"Syrian refugees are not even trying to be modest and grateful for our help. They are bluntly invading western world and demanding upmost respect for their religion, while completely disrespecting and disregarding western values. They are not victims of war; they are the war itself. We need to protect ourselves from this menace by deporting all the refugees we have and refusing to take any more of them.",2,11,41.5,2016-06-08,"Living In: United States: New York","unavailable",200,"RUB",60816,"mid","mid","low","low"
"1538",1537,1961,"Illegal immigrant invasion is going at full speed and drug cartels are their most powerful weapon.        Recently a huge drug cartel operation was discovered in North Carolina. Over the course of the investigation, authorities seized six pounds of crystal meth, eight pounds of marijuana, 49.3 grams of heroin, four handguns and $2.5 million in cash, according to a press release. ""It would be safe to say that the money would be taken back to Mexico, and that's where the source of the cocaine was,"" special agent Tim Stone said. This is good news, but sadly this operation is just one of the thousands, which makes it just a slap on the wrist. Our traitor government does nothing to prevent drug influx, but only trying to create the presence of an effort. The most part of this poison comes through southern border, but it is still as unprotected as it possibly can be and drug cartels are abusing it as much as they can. At the expense of our tax dollars and lives of our youth, our government officials continue to make some kinds of vile deals with drug cartels to get filthy rich and gain more control over weaken nation. Only a huge wall with gun towers will stop this invasion. Trump is our only hope for a better future!",0,7,41.5,2016-06-07,"Living In: United States: New York","unavailable",192.92,"RUB",60716,"mid","mid","unavailable","low"
"1539",1538,2416,"UC Davis paid $175,000 or more to scrub police pepper spray incident from web searches  75000-to-scr. htm I",116,1459,41.5,2016-06-07,"United States","left wing",407.81,"RUB",60716,"mid","mid","mid","mid"
"1540",1539,2420,"""If you ask me about the Clinton Foundation, do I have a problem when a sitting secretary of state and a foundation run by her husband collects many millions of dollars from foreign governments, many governments which are dictatorships... yeah, I do,"" Sanders said in an interview with Jake Tapper on CNN. So, Bernie has the point. I appreciate the way he maintains his independent opinion in spite of all the pressure that is on him as the ""second Democratic option"". Because that is a fact. The Clinton Foundation is nothing more than an ""organized crime"" at it's finest, in which we are investing our taxpayers' money! Hillary has no problem in accepting foreign money from the countries, like Saudi Arabia. Hillary has no remorse about taking money from countries that abuse the rights of women, while she has always had her own alleged feminist stance. She does not refrain from receiving money from the countries that prosecute, torture and execute LGBT on the legal basis, although Hillary has always been a ""defender"" of the minorities. So, why are so many people going to vote for her? That's a secret for me. What's your opinion on that point?",222,1938,41.5,2016-06-08,"United States","left wing",500,"RUB",60816,"mid","high","mid","mid"
"1541",1540,2424,"Bernie for president!",1013,5493,41.5,2016-06-07,"United States","left wing",1000,"RUB",60716,"mid","high","high","mid"
"1542",1541,2428,"New ideas, old values. Like us!",6,120,41.5,2016-06-06,"Living In: United States","left wing",418.66,"RUB",60616,"mid","mid","low","low"
"1543",1542,2429,"New ideas, old values. Like us!",1079,9502,41.5,2016-06-07,"Living In: United States","left wing",10370.08,"RUB",60716,"mid","high","high","high"
"1544",1543,2439,"So let's do this. Since no one knew what he looked like and the bible forbade idolatry how about we all stop trying to draw Jesus!",269,2395,26.5,2016-06-28,"United States: Alabama; Arizona; California; Florida; Georgia; Mississippi; New Mexico; New York; Oklahoma; Texas; Washington","black",302.97,"RUB",62816,"low","mid","mid","mid"
"1545",1544,2441,"The Original Statue of Liberty presented to the U.S. was a Statue of a...""Black Woman"". - Urban Intellectuals",145,658,26.5,2016-06-28,"United States: Alabama; Arizona; California; Florida; Georgia; Mississippi; New Mexico; New York; Oklahoma; Texas; Washington","black",138.16,"RUB",62816,"low","low","mid","low"
"1546",1545,1704,"How the alligator be lookin at you when you fall in the pit",1145,6603,41.5,2016-06-23,"United States","entertainment",499.15,"RUB",62316,"mid","high","high","mid"
"1547",1546,51,"Get breaking news and analysis on the life of African American community in the US. Black Matters 4 Cops On 1 Teen: Brutality Against Juveniles L. A. County probation officers brutalize teen in detention center. Fox News Hosts Believe Charleston Shooting Wasn't Hate Crime ""Fox & Friends"" hosts declare that the shooting was motivated by religious hatred towards Christians, but not racism. Brutal Alabama Cop Fatally Shoots Black Teen Holding Cellphone A mobile police officer fatally shot a 19-year-old black teen, Michael Moore, during a traffic stop Monday, June 13 in Toulminville, Alabama. Black Matters       Ad Custom Audience Name",393,12653,41.5,2016-07-06,"United States","unavailable",1168.31,"RUB",70616,"mid","high","mid","high"
"1548",1547,282,"We are conducting this survey because your opinion is important to us! Black Voices must be heard! Black opinion matters! Online survey powered by Typeform Thank you for your time! We highly appreciate your efforts and your opinion. Please, SHARE this article with your friends to m Take Part in Black Pride Survey I Black Matters Black Matters",1814,21301,41.5,2016-07-07,"Living In: United States","unavailable",1500,"RUB",70716,"mid","high","high","high"
"1549",1548,287,"Stereotype: Being black while shopping in a grocery store. A grocery clerk Abhishek Dubey has been arrested for holding 11-year-old Black boy Dylan under gunpoint in store. Dubey racially profiled the young boy suspecti Atlanta Man Arrested For Locking Black Boy In Grocery Store I Black Matters Black Matters",466,4077,36,2016-07-22,"United States","black",500,"RUB",72216,"low","high","mid","mid"
"1550",1549,288,"Individual protesters in Oakland refused to attend police barbecue until their message is heard. Black Lives Matter, Wichita, Kan Activists, earlier this week, engaged in a protest that ended in a reunion cookout with the police. The Wichita Police Chief Go Oakland Protesters Response To Police BBQ Invitation I Black Matters Black Matters",345,3203,36,2016-07-22,"United States","black",500,"RUB",72216,"low","high","mid","mid"
"1551",1550,476,"We insist over and over again: Black Lives Matter is a radical hate group and its violent actions must be stopped. And we're glad to know that our police officials are on our side on that issue.",204,3001,41.5,2016-07-14,"United States: New York (+40 km) New York","right wing",500,"RUB",71416,"mid","high","mid","mid"
"1552",1551,700,"After what happened in Dallas ordinary Texans did not remain indifferent. Several men armed with AR-15 went to the Splendora Police Department and stood guarding the building. Y'all should do the same thing — we must protect our cops! We won't let some gangsters attack the people who keep our security. If this is a war against police - we're joining this war on the cop's side!",1501,5401,41.5,2016-07-14,"United States: Texas","right wing",500,"RUB",71416,"mid","high","high","mid"
"1553",1552,832,"BLACK DOLLARS MATTER  While Black activists are trying to strict American government's attention by  organizing protests, Black bank owners urge Black Americans to transfer  money into their banks.  A few days ago there were started the #MoveYourMany campaign which the  main goal is to demonstrate the value of Black lives within America. At the  request of rapper Killer Mike, over 8,000 people have transferred their money  into Black-owned banks in the last 5 days.  50 years ago Martin Luther King Jr. requested Blacks to replace their funds  from non-Black banks to Black-owned institutions which would help to  empower and advance Black community.  The best way to fight the system is to break its capitalist back which is why it  is important for Blacks to invest in ourselves!",1240,6508,34.5,2016-07-21,"United States","left wing",500,"RUB",72116,"low","high","high","mid"
"1554",1553,1314,"About $190 billion dollars are spent each year on illegal aliens for welfare & social services by the American taxpayers. Are leftists still sure that illegal immigration improves our economy?",0,0,41.5,2016-07-06,"United States","right wing",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1555",1554,1695,"I didn't believe the media. SO I BECAME ONE. Follow!",920,36601,36.5,2016-07-11,"United States: Louisiana: Minnesota","black",0,"RUB",71116,"low","unavailable","high","high"
"1556",1555,1700,"O000ps seems like someone screwed up! Salute our brave and smart cops who mistake man's member for a deadly weapon. Follow US and stay WOKE!",765,36585,36.5,2016-07-12,"United States: Chicago (+40 km) Illinois; Baton Rouge (+40 km) Louisiana; Baltimore (+40 km) Maryland; Cleveland (+40 km) Ohio","black",5590.68,"RUB",71216,"low","high","mid","high"
"1557",1556,1716,"How did he even get in the train",3114,12304,27,2016-07-21,"Living In: United States","entertainment",500,"RUB",72116,"low","high","high","high"
"1558",1557,1729,"Who else liked it just because the girl was fine as hell",0,0,27,2016-07-12,"Living In: United States","entertainment",0,"unavailable",71216,"low","unavailable","unavailable","unavailable"
"1559",1558,1760,"I was blasting the pokemon theme song from my car, driving to the park to look for pokemon.",1502,8037,27,2016-07-12,"Living In: United States","entertainment",399.92,"RUB",71216,"low","mid","high","mid"
"1560",1559,1842,"Fuck, if I found a wild Charizard I'd stop too",0,0,27,2016-07-13,"Living In: United States","entertainment",0,"unavailable",71316,"low","unavailable","unavailable","unavailable"
"1561",1560,1843,"If she didn't get the reference, she's not worth your time.",2065,9882,27,2016-07-12,"Living In: United States","entertainment",554.17,"RUB",71216,"low","high","high","high"
"1562",1561,1929,"9+ police officers have already become the innocent victims of homegrown terrorism. it's not a coincidence, it's a war. That's why we've started Istay4police flashmob! Join our flashmob and follow stay4police to support American law enforcement!",96,11078,41.5,2016-07-20,"Living In: United States","police",0,"RUB",72016,"mid","unavailable","mid","high"
"1563",1562,2423,"Exactly. And, I also mind that you use some of your vast wealth to elect politicians who will pass laws to allow you to avoid paying your fair share of taxes.",0,0,41.5,2016-07-14,"United States","left wing",0,"unavailable",71416,"mid","unavailable","unavailable","unavailable"
"1564",1563,2443,"Melanin is gold. It's a gift of God. We have to appreciate this in all shades.  The black girls with freckles are also beautiful.",0,0,26.5,2016-07-17,"United States: Alabama; Arizona; California; Florida; Georgia;  Mississippi; New Mexico; New York; Oklahoma; Texas; Washington","black",0,"unavailable",71716,"low","unavailable","unavailable","unavailable"
"1565",1564,2440,"Many of us are poor and struggling due to systemic racism!! So fight for  something!  IT IS OUR DUTY!! WE HAVE NOTHING TO LOSE BUT OUR CHAINS!",146,2318,26.5,2016-07-19,"United States: Alabama; Arizona; California; Florida; Georgia;  Mississippi; New Mexico; New York; Oklahoma; Texas; Washington","black",73.75,"RUB",71916,"low","low","mid","mid"
"1566",1565,781,"White media used to tell what is important for whites and cover facts important for Blacks.",1591,8390,34.5,2016-07-21,"United States","left wing",500,"RUB",72116,"low","high","high","mid"
"1567",1566,834,"A lone sniper shot 14 people and killed 5 police officers, in Dallas late Thursday night. It was a peaceful protest against the police shootings of Alton Sterling in Baton Rouge, Louisiana, and Philando Castile in Falcon Heights, Minnesota. So he turned this peaceful protest into a scene of chaos and carnage. The wounded include seven police officers and two civilians. The sniper, Micah X. Johnson was a black U.S. military veteran of the Afghan war. As he was captured, he claimed he wanted to ""kill white people"". There's no evidence that he was a Black Lives Matters activist. There's no proof that he was into the movement anyhow. It happened almost a week ago and the police can't show anything to prove there was a link between Micah X. Johnson and Black Lives matter. But the Main stream media are telling us time and again that «black lives matter terrorists are killing the police officers». The main stream Media are telling us, that the protest against police terror is a violent anti-government riot!             ",481,7773,34.5,2016-07-21,"United States","left wing",700,"RUB",72116,"low","high","mid","mid"
"1568",1567,57,"Stand up, South Carolina! Let's stop the propaganda of hate and white supremacy! Not My Heritage",304,7457,36,2016-07-21,"United States: South Carolina","black",4670,"RUB",72116,"low","high","mid","mid"
"1569",1568,102,"Almost 2 years have passed since the death of Eric Garner,. a father of 6, who was violentl Rally In Memory Of Eric Garner",2775,37821,41.5,2016-07-06,"United States: New York (+40 km) New York","black",0,"RUB",70616,"mid","unavailable","high","high"
"1570",1569,103,"Almost 2 years have passed since the death of Eric Garner,. a father of 6, who was violentl Rally In Memory Of Eric Garner",0,0,41.5,2016-07-28,"United States: New York (+40 km) New York","black",0,"unavailable",72816,"mid","unavailable","unavailable","unavailable"
"1571",1570,284,"When a Black man is shot dead, the world will know about every little secret he had. It is obvious that every time a Black man is killed, all his secretes and mistakes will be all over the internet. The media goes in search of all his criminal r 2 Blacks, Sterling and Castile, Are Now Subject To Intense Scrutiny Black Matters Black Matters",0,0,41.5,2016-07-17,"Living In: United States","unavailable",0,"unavailable",71716,"mid","unavailable","unavailable","unavailable"
"1572",1571,285,"White Privilege is everywhere even in auto Insurance. A new report published by 4AutolnsuranceQuote.com shows that Black Americans pay hundreds of dollars more for car insurance than whites. According to the resear Study: Black Car Owners Pay More For Auto Insurance Than Whites I Black Matters Black Matters",608,4909,36,2016-07-22,"United States","black",500,"RUB",72216,"low","high","mid","mid"
"1573",1572,286,"New video released shows police officer assaulting Black female teacher during a routine traffic stop in Austin. Black schoolteacher, Breaion King, 26 was stopped by the white police officer Bryan Richter on June 15, 2015, for driving 50 mph in a 35 mph zone. However, the Video: Officer Hurls Black Woman During Traffic Stop I Black Matters Black Matters",694,6747,36,2016-07-22,"United States","black",500,"RUB",72216,"low","high","mid","mid"
"1574",1573,289,"""The City of Somerville stands against all violence and all injustice, which is why a Black Lives Matter banner hangs at City Hall"". Mayor Joseph Curtatone of Somerville, Massachusetts, boldly said he won't remove Black Lives Matter banner from the City Hall after the local police union asked Massachusetts Mayor Refuses To Remove BLM Banner From City Hall Black Matters Black Matters",618,4975,36,2016-07-25,"United States","black",472.11,"RUB",72516,"low","mid","mid","mid"
"1575",1574,290,"Now after eight police officers were killed in Dallas and Baton Rouge, Louisiana, the Ku Klux Klan targets Black activist groups. The racist and violent KKK group was distributing fliers in Georgia County, calling on residents to join them and terrorize Black people in response to the BLM, KKK Recruits Supremacists After Recent Killings Of Police Officers I Black Matters Black Matters",1098,6768,36,2016-07-25,"United States","black",446.85,"RUB",72516,"low","mid","high","mid"
"1576",1575,298,"August 9, 2016, marks a two-year anniversary of the brutal murder of Michael Brown. an 18- Rally In Memory Of Mike Brown",1969,29689,41.5,2016-07-28,"United States: New York (+40 km) New York","black",0,"RUB",72816,"mid","unavailable","high","high"
"1577",1576,302,"Stand up, South Carolina! Let's stop the propaganda of hate and white supremacy! Not My Heritage",0,0,36,2016-07-21,"United States: South Carolina","black",0,"unavailable",72116,"low","unavailable","unavailable","unavailable"
"1578",1577,305,"White supremacists are planning to raise the racist flag again! The state officials ordere Not My Heritage",1367,30994,41.5,2016-07-05,"Living In: United States: South Carolina","black",6495.7,"RUB",70516,"mid","high","high","high"
"1579",1578,445,"We must ensure the Dallas attack on police will never happen again. Most problems we face happen because we've stopped calling things by their names and the assassination of cops in Dallas was no exception. We're hiding behind political correctness and denying the truth because we don't want to ̀ offend' someone.        And the truth is: a group of people calling their supporters to commit violence is not a peaceful group. A group of people coming to their opponent's rallies and attacking peaceful people is a group of extremists. A group of people standing behind the attack on police is a group of terrorists. The Black Lives Matter are terrorists, and the sooner we admit it officially — the sooner this war on cops will end and people running a conservative rally won't be afraid to be attacked by a hateful gang. Sign the petition to formally recognize Black Lives Matter as a terrorist organization:  gov/petition/formally-recognize-black-lives-matter- terrorist-organization",967,5701,41.5,2016-07-11,"unavailable","unavailable",1000,"RUB",71116,"mid","high","high","mid"
"1580",1579,465,"Clinton said the United States needs to confront the 'systematic racism' in its law enforcement efforts. We're sick of politicians organizing and leading the systematical propaganda against our police. It is unfair and vilely to accuse our heroes of every sin and crime. In fact, the efficiency of our cops resulted in a decrease of the average amount of crimes, especially in large cities. Law-abiding citizens should never fear cops, but criminals do. And that's why Hillary is on the criminals' side. Join our rally on July, 23th in New York City, it's time to show Clinton that we will never let her become our next President!",353,1752,41.5,2016-07-14,"United States: New York (+40 km) New York","right wing",500,"RUB",71416,"mid","high","mid","mid"
"1581",1580,477,"Hillary Clinton is the co-author of Obama's anti-police and anti-Constitutional propaganda Down With Hillary!",1312,15255,41.5,2016-07-12,"United States: New York (+40 km) New York","right wing",14705.68,"RUB",71216,"mid","high","high","high"
"1582",1581,698,"We simply can't allow Muslims to wear burga, otherwise everybody who wants to commit a crime or terror attack would wear this ugly rug and hide his or hers identity behing it. The risk is too highl Burga and other face covering cloth should be banned from wearing in public!",8,20,41.5,2016-07-14,"Living In: United States","unavailable",500,"RUB",71416,"mid","high","low","low"
"1583",1582,699,"His failed medical reform and unbelievable national debt is enough to put Obama behind bars. but that's not all. His greatest ""accomplishment"" is flooding America with countless criminals and giving them all an absolute omnipotence. Thanks to Barack Hussein Obama we have at least one big terror attack each year; not to mention illegals raging out and poisoning our country with drugs. For what he did to America Obama should rot in prison for the rest of his life.",6,19,41.5,2016-07-14,"Living In: United States","unavailable",500,"RUB",71416,"mid","high","low","low"
"1584",1583,710,"The police report that the Black Lives Matter terrorist sniper Micah Johnson used to buildings owned by Muslim Arabs to carry his attack. If you think it was just a coincidence, you make a mistake. Johnson got set up in one building and moved more than 10 miles away to another building owned by the same people to shoot from. It doesn't look like it is a coincidence. Moreover, some witnesses said that they saw Jonson visiting a mosque. Muslims seem to be not peace-loving as they say. And I don't want to see 10.000 potential terrorists here in Texas.",679,3060,41.5,2016-07-14,"United States: Texas","right wing",500,"RUB",71416,"mid","high","mid","mid"
"1585",1584,720,"Five police officers were killed in an organized attack during the protest in Dallas this Blue Lives Matter",2933,38198,41.5,2016-07-08,"Living In: United States: Texas","unavailable",8635.54,"RUB",70816,"mid","high","high","high"
"1586",1585,751,"Obama is a total hypocrite and a liar! He visited the Dallas memorial service to blame us of racism. He just had to turn a ceremony honoring the fallen officers into a disgraceful. He doesn't care about fallen officers! Obama is not our leader! Texans have already honored our heroes, laying flowers at Dallas police headquarters. But Obama's speech did not make sense at all. That's why we have to support all police officers who refused to applaud Obama. Taking sides with these rioters and racists, Obama literally called for open war against police officers and whites. He came there and he lectured officers who are targeted every day for assassination by Black Lives Matter that they need to change. Kick this asshole out of Texas!",0,0,41.5,2016-07-14,"United States: Texas","right wing",0,"unavailable",71416,"mid","unavailable","unavailable","unavailable"
"1587",1586,1036,"July 13 will mark the one-year anniversary of the death of Sandra Bland, a 28-year-old bla Rally in Memory of Sandra Bland",344,6227,30.5,2016-07-13,"United States: Chicago (+10 mi) Illinois","unavailable",0,"RUB",71316,"low","unavailable","mid","mid"
"1588",1587,1329,"1 cannot understand why democrats encourage breaking the law. They harbor illegal aliens who are breaking our immigration and labor laws. They praise rioters and vandals... What's wrong with them?",192,682,41.5,2016-07-14,"United States: Tennessee","unavailable",500,"RUB",71416,"mid","high","mid","low"
"1589",1588,1330,"America is deceased. Islamic terror has penetrated our homeland and now spreads at a threw Remember Victims Of Islamic Terror",194,3395,41.5,2016-07-07,"United States: Tennessee","unavailable",0,"RUB",70716,"mid","unavailable","mid","mid"
"1590",1589,1449,"Alton Sterling, an innocent 37-year-old Black male, was outrageously executed by two Baton Justice For Alton Sterling",2125,26837,41.5,2016-07-06,"United States: Louisiana","unavailable",8199.13,"RUB",70616,"mid","high","high","high"
"1591",1590,1457,"This short video shows the bloody scuffle that took place during the forceful arrest of a homeless man Terre Johnson. SPREAD THIS LIKE WILDFIRE, if you believe #BlackLivesMatter ! Full story: ",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1592",1591,1458,"How many more black men have to be killed until the government realizes that it's time to Justice For Philando Castile",589,7550,41.5,2016-07-07,"United States: Minneapolis (+50 mi) Minnesota","unavailable",0,"RUB",70716,"mid","unavailable","mid","mid"
"1593",1592,1477,"Is that justice? Public officials assaulted a man without any consequences. How and why does the government allow it?",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1594",1593,1480,"Everyday we watch, read and receive news of police beating, assaulting, and killing innocent people. These videos and instances have become so common that people are rarely shocked by even the most brutal of cases. We were wondering how long time would it take to make people fighting back? So now, karma's coming back for blue pigs!        A shocking video was shared on social media Tuesday showing two police officers being attacked. Two unidentified men were seen beating up the two officers for seemingly no reason. The incident occurred Monday afternoon in Northeast Philadelphia after two school police officers were called to break up a fight outside of a local pizza shop. As we can see police couldn't stop the fight. Now we see what kind of police do we have. Those cops are slow weak doughnuts, who can do literally nothing without using their guns. Cops can blame themselves when shit like this happens. They live by their own laws, they can break your arms and legs, torture you with chemical and electrical ways, rape or even kill you ""doing their job."" All those things and more are well within departmental policy. So I'd rather give a fight for my rights than ignore the fact our country becoming a Nazi States of America. Look around, the only other thing that will happen is that people will whine about it, but will ultimately do nothing to actively stop this behavior, and this is why cops are so violent now. If we want to stop it, we should fight as our ancestors did it for centuries. Take out a few dozen cops and the rest will change. Amen.",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1595",1594,1483,"Rookie Florida cop arrested, fired after being caught on video beating up handcuffed strip club employee        Video shows probationary patrol officer Akinyemi Borisade repeatedly hitting 31-year-old Mayra Martinez on Wednesday at the Duval County jail. Man, there were so many ways to fix the situation without resorting to use excessive force. The worst part of it is how everyone just stands around nonchalantly.? People who support cops and belive in good cops, please tell me why the hell a bunch of cops just stand and watch how another cop beating a woman??? How??? How can we respect law enforcement, if they act like that? If you want my respect, STOP SHOOTING AND BEATING THE CITIZENS YOU SWORE TO PROTECT!!! ? IF U AGREE",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1596",1595,1486,"State Police pulled Philadelphia attorney Rebecca Musarra over for allegedly speeding on October 16, 2015. She refused to answer any questions and they arrested her for obstruction of justice. She was later released without being charged for obstruct.        Americans have rights and one of them is the right to remain silent. We don't have to answer your stupid interrogation questions. If we are speeding, tell us we were stopped for speeding, issue the warning/summons and get the hell out of our lives Nazis. Why did they escalate the situation? What for? The best part of the video is when they say she had the right to remain silent. LOL! #Copslogic",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1597",1596,1496,"Please take a moment to read my story! Back in 2015, Douglas Babbitt was talking on the phone in the driver's seat of his parked van when a police officer asked if an open beer bottle on the ground near the vehicle's front passenger door belonged to him. Notice the location of the beer can - it's located on the ground, outside of the vehicle, on the passenger's side. When Babbitt said the beer wasn't his, the police needlessly escalated the situation that lead to Babbitt's arrest, and left the 51-year-old Oakland man briefly lying unconscious on the ground. The beer wasn't in his car, and a toxicology report from after his arrest shows that he had no alcohol in his system. So what's the problem with you guys? Damn, after all that, the only thing I may conclude is DO NOT TALK TO POLICE! The following video is a prime example of why...",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1598",1597,1502,"Cops are allergic to cameras, they don't like being recorded because it won't allow them to break the law and lie about the circumstances which presented them the opportunity to break the law.        ?WARNING!!!? In yet another disturbing video of police escalating violence in a public school, a Philadelphia school cop was caught on video in an intense altercation with a student. According to the Philadelphia Student Union, of which the alleged victim, Brian Burney, the incident was all over a dispute over using the bathroom. The student, who recorded the incident, was told to delete it. All that is left is a brief clip showing the officer, who is twice the size of Burney, on top of him. I don't understand why are there cops in schools? Cops are nothing more then a bunch of bullies or gang members in police uniforms! Whatever happened to deans? Moreover, don't you think it's a bit strange, when an officer forces someone to delete video? Obviously, police is trying to hide something and their testimony should be considered a lie. Also, is not destruction of evidence a crime? What do you think about it guys? Please, share or comment below.",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1599",1598,1505,"Watch below an attack on another victim of police brutality. R.I.P Sarah Reed.",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1600",1599,1508,"Clark Dickson. a veteran Seattle police department officer, punched a homeless 21-year-old man in the head and remained unpunished. The cop said that his misconduct was ""justified"" because the man had spit at him. Almost one year after the incident. the footage showing the punch was released. Personally. I didn't notice in the video the suspect spitting at Dickson. However; the police department didn't consider it necessary to punish the cop. The only penalty he got was a suspension without pay for 1 day. Is it really enough for excessive force use?",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1601",1600,1515,"Did you see this? Damn... We lost count of how many mentally ill citizens were murdered during encounters with violent cops. Here is another woman suffering from mental illness. Full story: ",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1602",1601,1561,"A simple traffic stop turned into the violent situation. Cop refused to identify himself, instead, he nearly killed a man. The shocking video reveals the real face of the US police. Read the full story: ",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1603",1602,1563,"Warning! The video is graphic. Two cops brutally assaulted a man and killed him: Whatever he did, they didn't have the right to treat him like that! Cops are taking away people's lives and they don't even need a reason for that!",0,0,41.5,2016-07-06,"United States: Louisiana","unavailable",0,"unavailable",70616,"mid","unavailable","unavailable","unavailable"
"1604",1603,1564,"#justiceforaltonsterling BREAKING!!!        Cops just killed a 37-year-old #AltonSterling who was selling music outside a Baton Rouge convenience store. He had 5 kids! CAN YOU BELIEVE THEY DID IT AGAIN?! Cops just executed him! It's one of the worst cases of the police brutality! Read the full story: ",1280,6243,41.5,2016-07-06,"United States","unavailable",286.67,"RUB",70616,"mid","mid","high","mid"
