group1,group2,weight
being patriotic,bernie sanders for president,2
being patriotic,black baptist church,10
woke blacks,blackluive,8
woke blacks,lgbt united,50
woke blacks,secured borders,12
woke blacks,black matters us,24
woke blacks,stop refugees,22
woke blacks,melanie panther,2
woke blacks,hell_and_back,4
woke blacks,don't shoot,76
woke blacks,black edification,12
woke blacks,stand for freedom,4
woke blacks,defend the 2nd,4
woke blacks,trumpsters united,6
woke blacks,southern.rebel.pride,8
woke blacks,melanie black,2
woke blacks,panther melanie,2
woke blacks,nefertiti's community,26
woke blacks,black4black,26
woke blacks,liberty_rising,6
woke blacks,american.made,6
woke blacks,cop block us,6
woke blacks,black matters,162
woke blacks,sincerely_black,6
woke blacks,brown power,160
woke blacks,afrokingdom,4
woke blacks,memopolis,38
woke blacks,blacks go viral,2
woke blacks,pray4police,2
woke blacks,baltimore.blackvoice,6
woke blacks,black excellence,48
woke blacks,stop a.l.,26
woke blacks,watch the police,10
woke blacks,musliminst,2
woke blacks,the red pill,4
woke blacks,blacktivist,162
woke blacks,bm,162
woke blacks,heart of texas,14
woke blacks,south united,4
woke blacks,pan-african roots move,80
woke blacks,williams&kalvin,162
woke blacks,gov spending,6
woke blacks,mericanfury,2
woke blacks,army of jesus,24
woke blacks,born black,20
woke blacks,muslim voice,4
woke blacks,black guns matter,20
woke blacks,united muslims of america,20
woke blacks,instagnan,12
woke blacks,patriot's heart,2
woke blacks,american.veterans,8
woke blacks,back the badge,20
woke blacks,isagan,2
woke blacks,native americans united,2
woke blacks,rebeltexas,6
woke blacks,l for life,2
woke blacks,blackstagram,12
woke blacks,veterans come first,2
woke blacks,born liberal,14
woke blacks,being patriotic,36
woke blacks,black baptist church,6
bernie sanders for president,angry eagle,2
bernie sanders for president,united muslims of america,2
bernie sanders for president,born liberal,2
bernie sanders for president,make america great again donald j trump,2
bernie sanders for president,bm,2
bernie sanders for president,heart of texas,2
bernie sanders for president,donald trump america,2
bernie sanders for president,pan-african roots move,2
bernie sanders for president,williams&kalvin,2
bernie sanders for president,black matters,2
bernie sanders for president,brown power,2
bernie sanders for president,stop a.l.,2
bernie sanders for president,memopolis,2
bernie sanders for president,being patriotic,2
bernie sanders for president,nefertiti's community,2
bernie sanders for president,blacktivist,2
trumpsters united,blackluive,2
trumpsters united,lgbt united,6
trumpsters united,black matters us,6
trumpsters united,stop refugees,4
trumpsters united,isagan,2
trumpsters united,don't shoot,6
trumpsters united,black edification,4
trumpsters united,stand for freedom,2
trumpsters united,defend the 2nd,4
trumpsters united,black baptist church,2
trumpsters united,southern.rebel.pride,2
trumpsters united,black4black,6
trumpsters united,liberty_rising,2
trumpsters united,american.made,6
trumpsters united,cop block us,2
trumpsters united,black matters,6
trumpsters united,sincerely_black,4
trumpsters united,brown power,6
trumpsters united,memopolis,6
trumpsters united,baltimore.blackvoice,2
trumpsters united,muslim voice,2
trumpsters united,black excellence,4
trumpsters united,stop a.l.,6
trumpsters united,watch the police,4
trumpsters united,musliminst,2
trumpsters united,the red pill,4
trumpsters united,bm,6
trumpsters united,heart of texas,6
trumpsters united,south united,2
trumpsters united,pan-african roots move,6
trumpsters united,williams&kalvin,6
trumpsters united,gov spending,6
trumpsters united,mericanfury,2
trumpsters united,army of jesus,4
trumpsters united,born black,6
trumpsters united,blacktivist,6
trumpsters united,black guns matter,4
trumpsters united,united muslims of america,6
trumpsters united,instagnan,6
trumpsters united,patriot's heart,2
trumpsters united,american.veterans,4
trumpsters united,secured borders,6
trumpsters united,rebeltexas,4
trumpsters united,blackstagram,6
trumpsters united,born liberal,6
trumpsters united,being patriotic,6
trumpsters united,woke blacks,6
